idx,나이,클릭 장소 목록,클릭 포스트 목록,클릭 영상 목록,상품목록1(결제화면),상품목록2(결제),상품목록3(장바구니),좋아요(상품),좋아요(스팟),북마크(상품),북마크(스팟),결제상품 목록,관심 아이템,관심 아웃도어
28160,41,,,,,,,,,,,,,
28161,26,,,,,,,,,,,,,
28162,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28163,43,,,,,,,,,,,,,
28164,26,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28165,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28166,40,,,,,,,,,,,,,
28167,30,,,,,,,,,,,,,
28168,32,,,,,,,,,,,,,
28169,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28170,35,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28171,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28172,37,,,,,,,,,,,,,
28173,33,,,,,,,,,,,,,
28174,76,,,,,,,,,,,,,
28175,38,,,,,,,,,,,,,
28176,38,,,,,,,,,,,,"[1,0,0]",
28177,42,,,,,,,,,,,,,
28178,23,,,,,,,,,,,,,
28179,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28180,38,,,,,,,,,,,,,
28181,40,,,,,,,,,,,,,
28182,44,,,,,,,,,,,,,
28183,31,,,,,,,,,,,,"[1,0,0]",
28184,41,,,,,,,,,,,,,
28185,44,,,,,,,,,,,,"[0,1,0]",
28186,43,,,,,,,,,,,,,
28187,39,,,,,,,,,,,,,
28188,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28189,41,,,,,,,,,,,,,
28190,42,,,,,,,,,,,,,
28191,33,,,,,,,,,,,,,
28192,35,,,,,,,,,,,,,
28193,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28194,30,,,,,,,,,,,,,
28195,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28196,41,,,,,,,,,,,,,
28197,41,,,,,,,,,,,,,
28198,26,,,,,,,,,,,,,
28199,44,,,,,,,,,,,,,
28200,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28201,44,,,,,,,,,,,,,
28202,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28203,31,,,,,,,,,,,,,
28204,29,,,,,,,,,,,,,
28205,27,,,,,,,,,,,,,
28206,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28207,25,,,,,,,,,,,,,
28208,35,,,,,,,,,,,,,
28209,42,,,,,,,,,,,,,
28210,34,,,,,,,,,,,,,
28211,29,,,,,,,,,,,,"[1,0,0]",
28212,31,,,,,,,,,,,,"[0,0,1]",
28213,30,,,,,,,,,,,,,
28214,37,,,,,,,,,,,,,
28215,40,,,,,,,,,,,,,
28216,49,,,,,,,,,,,,,
28217,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
28218,67,,,,,,,,,,,,"[0,0,1]",
28219,44,,,,,,,,,,,,,
28220,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28221,30,,,,,,,,,,,,,
28222,39,,,,,,,,,,,,,
28223,42,,,,,,,,,,,,,
28224,44,,,,,,,,,,,,,
28225,30,,,,,,,,,,,,,
28226,39,,,,,,,,,,,,,
28227,40,,,,,,,,,,,,,
28228,40,,,,,,,,,,,,"[1,0,0]",
28229,38,,,,,,,,,,,,,
28230,33,,,,,,,,,,,,,
28231,28,,,,,,,,,,,,,
28232,46,,,,,,,,,,,,,
28233,45,,,,,,,,,,,,,
28234,31,,,,,,,,,,,,,
28235,36,,,,,,,,,,,,,
28236,39,,,,,,,,,,,,,
28237,43,,,,,,,,,,,,,
28238,29,,,,,,,,,,,,,
28239,30,,,,,,,,,,,,,
28240,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28241,55,,,,,,,,,,,,,
28242,35,,,,,,,,,,,,,
28243,41,,,,,,,,,,,,,
28244,38,,,,,,,,,,,,,
28245,47,,,,,,,,,,,,,
28246,35,,,,,,,,,,,,,
28247,32,,,,,,,,,,,,,
28248,44,,,,,,,,,,,,,
28249,42,,,,,,,,,,,,,
28250,34,,,,,,,,,,,,,
28251,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28252,31,,,,,,,,,,,,,
28253,46,,,,,,,,,,,,"[1,0,0]",
28254,29,,,,,,,,,,,,,
28255,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28256,32,,,,,,,,,,,,,
28257,31,,,,,,,,,,,,,
28258,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28259,32,,,,,,,,,,,,,
28260,37,,,,,,,,,,,,,
28261,39,,,,,,,,,,,,,
28262,32,,,,,,,,,,,,,
28263,42,,,,,,,,,,,,"[1,0,0]",
28264,33,,,,,,,,,,,,,
28265,29,,,,,,,,,,,,,
28266,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28267,43,,,,,,,,,,,,,
28268,39,,,,,,,,,,,,,
28269,36,,,,,,,,,,,,,
28270,39,,,,,,,,,,,,,
28271,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28272,38,,,,,,,,,,,,,
28273,42,,,,,,,,,,,,,
28274,27,,,,,,,,,,,,"[1,0,0]",
28275,57,,,,,,,,,,,,,
28276,33,,,,,,,,,,,,,
28277,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28278,29,,,,,,,,,,,,"[0,1,0]",
28279,41,,,,,,,,,,,,,
28280,36,,,,,,,,,,,,,
28281,0,,,,,,,,,,,,,
28282,0,,,,,,,,,,,,,
28283,0,,,,,,,,,,,,,
28284,0,,,,,,,,,,,,,
28285,0,,,,,,,,,,,,,
28286,0,,,,,,,,,,,,,
28287,0,,,,,,,,,,,,,
28288,0,,,,,,,,,,,,,
28289,0,,,,,,,,,,,,,
28290,0,,,,,,,,,,,,,
28291,0,,,,,,,,,,,,,
28292,0,,,,,,,,,,,,,
28293,0,,,,,,,,,,,,,
28294,0,,,,,,,,,,,,,
28295,0,,,,,,,,,,,,,
28296,0,,,,,,,,,,,,,
28297,45,,,,,,,,,,,,,
28298,40,,,,,,,,,,,,,
28299,31,,,,,,,,,,,,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
28300,26,,,,,,,,,,,,"[0,1,0]","[1,0,0,0,0,0,0,0,0,0]"
28301,30,,,,,,,,,,,,,
28302,40,,,,,,,,,,,,,
28303,43,,,,,,,,,,,,,
28304,44,,,,,,,,,,,,,
28305,28,,,,,,,,,,,,,
28306,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28307,28,,,,,,,,,,,,"[0,1,0]",
28308,42,,,,,,,,,,,,,
28309,44,,,,,,,,,,,,"[0,1,0]",
28310,39,,,,,,,,,,,,,
28311,42,,,,,,,,,,,,,
28312,39,,,,,,,,,,,,,
28313,30,,,,,,,,,,,,"[0,0,1]",
28314,40,,,,,,,,,,,,,
28315,32,,,,,,,,,,,,,
28316,44,,,,,,,,,,,,,
28317,32,,,,,,,,,,,,,
28318,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28319,38,,,,,,,,,,,,,
28320,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28321,36,,,,,,,,,,,,"[0,0,1]",
28322,32,,,,,,,,,,,,"[0,1,0]",
28323,33,,,,,,,,,,,,,
28324,32,,,,,,,,,,,,,
28325,44,,,,,,,,,,,,,
28326,36,,,,,,,,,,,,,
28327,41,,,,,,,,,,,,,
28328,37,,,,,,,,,,,,,
28329,36,,,,,,,,,,,,,
28330,41,,,,,,,,,,,,,
28331,35,,,,,,,,,,,,,
28332,34,,,,,,,,,,,,,
28333,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28334,46,,,,,,,,,,,,,
28335,30,,,,,,,,,,,,,
28336,38,,,,,,,,,,,,,
28337,32,,,,,,,,,,,,,
28338,37,,,,,,,,,,,,,
28339,42,,,,,,,,,,,,,
28340,28,,,,,,,,,,,,,
28341,38,,,,,,,,,,,,"[0,1,0]",
28342,37,,,,,,,,,,,,"[1,0,0]",
28343,32,,,,,,,,,,,,"[1,0,0]",
28344,32,,,,,,,,,,,,,
28345,52,,,,,,,,,,,,,
28346,37,,,,,,,,,,,,,
28347,26,,,,,,,,,,,,,
28348,38,,,,,,,,,,,,,
28349,32,,,,,,,,,,,,,
28350,33,,,,,,,,,,,,,
28351,41,,,,,,,,,,,,,
28352,30,,,,,,,,,,,,"[1,0,0]",
28353,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28354,27,,,,,,,,,,,,"[1,0,0]",
28355,43,,,,,,,,,,,,,
28356,42,,,,,,,,,,,,,
28357,28,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28358,37,,,,,,,,,,,,"[0,1,0]",
28359,38,,,,,,,,,,,,,
28360,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
28361,34,,,,,,,,,,,,"[1,0,0]",
28362,39,,,,,,,,,,,,"[1,0,0]",
28363,40,,,,,,,,,,,,,
28364,43,,,,,,,,,,,,,
28365,36,,,,,,,,,,,,"[1,0,0]",
28366,35,,,,,,,,,,,,,
28367,30,,,,,,,,,,,,,
28368,35,,,,,,,,,,,,,
28369,28,,,,,,,,,,,,,
28370,29,,,,,,,,,,,,,
28371,41,,,,,,,,,,,,,
28372,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28373,31,,,,,,,,,,,,,
28374,31,,,,,,,,,,,,,
28375,29,,,,,,,,,,,,"[1,0,0]",
28376,30,,,,,,,,,,,,,
28377,28,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
28378,35,,,,,,,,,,,,"[0,0,1]",
28379,29,,,,,,,,,,,,,
28380,32,,,,,,,,,,,,"[1,0,0]","[0,0,0,0,1,0,0,0,0,0]"
28381,41,,,,,,,,,,,,,
28382,44,,,,,,,,,,,,,
28383,33,,,,,,,,,,,,,
28384,33,,,,,,,,,,,,,
28385,30,,,,,,,,,,,,,
28386,41,,,,,,,,,,,,,
28387,41,,,,,,,,,,,,,
28388,33,,,,,,,,,,,,,
28389,39,,,,,,,,,,,,,
28390,29,,,,,,,,,,,,,
28391,30,,,,,,,,,,,,,
28392,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28393,28,,,,,,,,,,,,"[0,1,0]",
28394,50,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28395,44,,,,,,,,,,,,,
28396,34,,,,,,,,,,,,,
28397,41,,,,,,,,,,,,"[0,0,1]",
28398,40,,,,,,,,,,,,,
28399,33,,,,,,,,,,,,,
28400,29,,,,,,,,,,,,,
28401,44,,,,,,,,,,,,"[0,1,0]",
28402,37,,,,,,,,,,,,,
28403,32,,,,,,,,,,,,,
28404,39,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28405,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28406,42,,,,,,,,,,,,,
28407,39,,,,,,,,,,,,,
28408,30,,,,,,,,,,,,"[0,0,1]",
28409,31,,,,,,,,,,,,"[0,1,0]",
28410,44,,,,,,,,,,,,,
28411,32,,,,,,,,,,,,,
28412,28,,,,,,,,,,,,"[0,0,1]",
28413,33,,,,,,,,,,,,,
28414,48,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28415,44,,,,,,,,,,,,"[0,0,1]",
28416,34,,,,,,,,,,,,,
28417,27,,,,,,,,,,,,,
28418,32,,,,,,,,,,,,"[0,0,1]",
28419,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28420,42,,,,,,,,,,,,,
28421,32,,,,,,,,,,,,,
28422,41,,,,,,,,,,,,,
28423,31,,,,,,,,,,,,,
28424,33,,,,,,,,,,,,"[0,0,1]",
28425,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28426,35,,,,,,,,,,,,"[0,0,1]",
28427,34,,,,,,,,,,,,,
28428,0,,,,,,,,,,,,,
28429,0,,,,,,,,,,,,,
28430,0,,,,,,,,,,,,,
28431,0,,,,,,,,,,,,,
28432,0,,,,,,,,,,,,,
28433,0,,,,,,,,,,,,,
28434,30,,,,,,,,,,,,,
28435,30,,,,,,,,,,,,"[0,0,1]",
28436,29,,,,,,,,,,,,,
28437,28,,,,,,,,,,,,,
28438,0,,,,,,,,,,,,,
28439,0,,,,,,,,,,,,,
28440,0,,,,,,,,,,,,,
28441,0,,,,,,,,,,,,,
28442,0,,,,,,,,,,,,,
28443,0,,,,,,,,,,,,,
28444,48,,,,,,,,,,,,,
28445,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28446,31,,,,,,,,,,,,,
28447,44,,,,,,,,,,,,"[0,1,0]",
28448,22,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28449,40,,,,,,,,,,,,,
28450,32,,,,,,,,,,,,,
28451,31,,,,,,,,,,,,,
28452,54,,,,,,,,,,,,,
28453,37,,,,,,,,,,,,,
28454,48,,,,,,,,,,,,,
28455,26,,,,,,,,,,,,,
28456,38,,,,,,,,,,,,,
28457,27,,,,,,,,,,,,,
28458,29,,,,,,,,,,,,"[0,1,0]",
28459,42,,,,,,,,,,,,"[0,0,1]",
28460,46,,,,,,,,,,,,,
28461,43,,,,,,,,,,,,,
28462,44,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28463,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28464,31,,,,,,,,,,,,,
28465,44,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28466,42,,,,,,,,,,,,,
28467,34,,,,,,,,,,,,,
28468,35,,,,,,,,,,,,"[0,1,0]","[0,0,0,0,1,0,0,0,0,0]"
28469,37,,,,,,,,,,,,,
28470,29,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28471,31,,,,,,,,,,,,,
28472,51,,,,,,,,,,,,"[0,0,1]",
28473,38,,,,,,,,,,,,"[0,0,1]",
28474,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28475,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28476,28,,,,,,,,,,,,,
28477,45,,,,,,,,,,,,,
28478,35,,,,,,,,,,,,,
28479,46,,,,,,,,,,,,"[1,0,0]",
28480,37,,,,,,,,,,,,,
28481,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28482,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28483,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28484,27,,,,,,,,,,,,,
28485,27,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
28486,37,,,,,,,,,,,,,
28487,39,,,,,,,,,,,,"[1,0,0]",
28488,25,,,,,,,,,,,,"[1,0,0]",
28489,40,,,,,,,,,,,,"[1,0,0]",
28490,42,,,,,,,,,,,,,
28491,43,,,,,,,,,,,,"[1,0,0]",
28492,46,,,,,,,,,,,,"[1,0,0]",
28493,41,,,,,,,,,,,,"[1,0,0]",
28494,36,,,,,,,,,,,,,
28495,40,,,,,,,,,,,,"[1,0,0]",
28496,36,,,,,,,,,,,,"[1,0,0]",
28497,42,,,,,,,,,,,,"[1,0,0]",
28498,39,,,,,,,,,,,,"[1,0,0]",
28499,38,,,,,,,,,,,,,
28500,39,,,,,,,,,,,,,
28501,40,,,,,,,,,,,,,
28502,39,,,,,,,,,,,,,
28503,31,,,,,,,,,,,,"[1,0,0]",
28504,42,,,,,,,,,,,,"[1,0,0]",
28505,42,,,,,,,,,,,,"[1,0,0]",
28506,44,,,,,,,,,,,,"[1,0,0]",
28507,41,,,,,,,,,,,,,
28508,43,,,,,,,,,,,,"[1,0,0]",
28509,32,,,,,,,,,,,,,
28510,28,,,,,,,,,,,,"[1,0,0]",
28511,43,,,,,,,,,,,,"[1,0,0]",
28512,36,,,,,,,,,,,,,
28513,35,,,,,,,,,,,,,
28514,40,,,,,,,,,,,,"[1,0,0]",
28515,34,,,,,,,,,,,,"[1,0,0]",
28516,43,,,,,,,,,,,,,
28517,37,,,,,,,,,,,,,
28518,41,,,,,,,,,,,,"[1,0,0]",
28519,40,,,,,,,,,,,,,
28520,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28521,32,,,,,,,,,,,,,
28522,35,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
28523,41,,,,,,,,,,,,"[1,0,0]",
28524,33,,,,,,,,,,,,,
28525,50,,,,,,,,,,,,"[1,0,0]",
28526,39,,,,,,,,,,,,,
28527,44,,,,,,,,,,,,,
28528,39,,,,,,,,,,,,,
28529,43,,,,,,,,,,,,,
28530,41,,,,,,,,,,,,"[1,0,0]",
28531,42,,,,,,,,,,,,,
28532,44,,,,,,,,,,,,,
28533,41,,,,,,,,,,,,,
28534,37,,,,,,,,,,,,,
28535,33,,,,,,,,,,,,,
28536,45,,,,,,,,,,,,"[1,0,0]",
28537,40,,,,,,,,,,,,,
28538,46,,,,,,,,,,,,,
28539,40,,,,,,,,,,,,"[1,0,0]",
28540,32,,,,,,,,,,,,"[1,0,0]",
28541,39,,,,,,,,,,,,,
28542,29,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28543,37,,,,,,,,,,,,,
28544,35,,,,,,,,,,,,"[1,0,0]",
28545,40,,,,,,,,,,,,"[1,0,0]",
28546,38,,,,,,,,,,,,,
28547,35,,,,,,,,,,,,"[1,0,0]",
28548,34,,,,,,,,,,,,,
28549,34,,,,,,,,,,,,"[1,0,0]",
28550,42,,,,,,,,,,,,,
28551,40,,,,,,,,,,,,"[1,0,0]",
28552,31,,,,,,,,,,,,"[1,0,0]",
28553,41,,,,,,,,,,,,,
28554,34,,,,,,,,,,,,"[1,0,0]",
28555,35,,,,,,,,,,,,"[1,0,0]",
28556,40,,,,,,,,,,,,,
28557,31,,,,,,,,,,,,,
28558,31,,,,,,,,,,,,,
28559,44,,,,,,,,,,,,"[1,0,0]","[0,0,0,0,0,0,0,0,0,1]"
28560,47,,,,,,,,,,,,"[1,0,0]",
28561,45,,,,,,,,,,,,"[1,0,0]",
28562,44,,,,,,,,,,,,"[1,0,0]",
28563,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28564,63,,,,,,,,,,,,"[1,0,0]",
28565,39,,,,,,,,,,,,,
28566,36,,,,,,,,,,,,"[1,0,0]",
28567,39,,,,,,,,,,,,,
28568,38,,,,,,,,,,,,,
28569,43,,,,,,,,,,,,"[1,0,0]",
28570,39,,,,,,,,,,,,"[1,0,0]",
28571,39,,,,,,,,,,,,"[1,0,0]",
28572,40,,,,,,,,,,,,"[1,0,0]",
28573,42,,,,,,,,,,,,"[1,0,0]",
28574,54,,,,,,,,,,,,,
28575,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28576,50,,,,,,,,,,,,"[1,0,0]",
28577,34,,,,,,,,,,,,"[1,0,0]",
28578,40,,,,,,,,,,,,,
28579,29,,,,,,,,,,,,"[1,0,0]",
28580,38,,,,,,,,,,,,"[1,0,0]",
28581,37,,,,,,,,,,,,,
28582,42,,,,,,,,,,,,,
28583,27,,,,,,,,,,,,"[1,0,0]",
28584,29,,,,,,,,,,,,,
28585,29,,,,,,,,,,,,,
28586,,,,,,,,,,,,,,
28587,48,,,,,,,,,,,,,
28588,42,,,,,,,,,,,,,
28589,45,,,,,,,,,,,,"[1,0,0]",
28590,43,,,,,,,,,,,,"[1,0,0]",
28591,41,,,,,,,,,,,,"[1,0,0]",
28592,63,,,,,,,,,,,,,
28593,28,,,,,,,,,,,,,
28594,30,,,,,,,,,,,,,
28595,43,,,,,,,,,,,,,
28596,35,,,,,,,,,,,,"[1,0,0]",
28597,41,,,,,,,,,,,,"[1,0,0]",
28598,42,,,,,,,,,,,,"[1,0,0]",
28599,41,,,,,,,,,,,,"[1,0,0]",
28600,33,,,,,,,,,,,,"[1,0,0]",
28601,31,,,,,,,,,,,,,
28602,37,,,,,,,,,,,,,
28603,39,,,,,,,,,,,,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
28604,39,,,,,,,,,,,,,
28605,46,,,,,,,,,,,,"[1,0,0]",
28606,47,,,,,,,,,,,,"[1,0,0]",
28607,35,,,,,,,,,,,,"[1,0,0]",
28608,24,,,,,,,,,,,,"[1,0,0]",
28609,38,,,,,,,,,,,,,
28610,49,,,,,,,,,,,,"[1,0,0]",
28611,38,,,,,,,,,,,,,
28612,38,,,,,,,,,,,,,
28613,37,,,,,,,,,,,,"[1,0,0]",
28614,46,,,,,,,,,,,,"[1,0,0]",
28615,55,,,,,,,,,,,,"[1,0,0]",
28616,42,,,,,,,,,,,,,
28617,46,,,,,,,,,,,,,
28618,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28619,31,,,,,,,,,,,,,
28620,33,,,,,,,,,,,,,
28621,40,,,,,,,,,,,,,
28622,36,,,,,,,,,,,,,
28623,43,,,,,,,,,,,,,
28624,29,,,,,,,,,,,,,
28625,48,,,,,,,,,,,,"[1,0,0]",
28626,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28627,34,,,,,,,,,,,,,
28628,34,,,,,,,,,,,,,
28629,59,,,,,,,,,,,,,
28630,62,,,,,,,,,,,,"[1,0,0]",
28631,39,,,,,,,,,,,,,
28632,37,,,,,,,,,,,,,
28633,32,,,,,,,,,,,,,
28634,44,,,,,,,,,,,,"[1,0,0]",
28635,34,,,,,,,,,,,,"[1,0,0]",
28636,48,,,,,,,,,,,,"[1,0,0]",
28637,46,,,,,,,,,,,,,
28638,38,,,,,,,,,,,,"[1,0,0]",
28639,41,,,,,,,,,,,,,
28640,36,,,,,,,,,,,,,
28641,44,,,,,,,,,,,,,
28642,42,,,,,,,,,,,,,
28643,30,,,,,,,,,,,,,
28644,34,,,,,,,,,,,,,
28645,39,,,,,,,,,,,,,
28646,37,,,,,,,,,,,,,
28647,44,,,,,,,,,,,,"[1,0,0]",
28648,42,,,,,,,,,,,,,
28649,32,,,,,,,,,,,,"[1,0,0]",
28650,40,,,,,,,,,,,,,
28651,25,,,,,,,,,,,,"[1,0,0]",
28652,49,,,,,,,,,,,,,
28653,36,,,,,,,,,,,,"[1,0,0]",
28654,34,,,,,,,,,,,,"[1,0,0]",
28655,46,,,,,,,,,,,,"[1,0,0]",
28656,52,,,,,,,,,,,,"[1,0,0]",
28657,35,,,,,,,,,,,,,
28658,44,,,,,,,,,,,,"[1,0,0]",
28659,37,,,,,,,,,,,,"[1,0,0]",
28660,42,,,,,,,,,,,,"[1,0,0]",
28661,41,,,,,,,,,,,,"[1,0,0]",
28662,34,,,,,,,,,,,,"[1,0,0]",
28663,44,,,,,,,,,,,,,
28664,56,,,,,,,,,,,,,
28665,37,,,,,,,,,,,,"[1,0,0]",
28666,48,,,,,,,,,,,,"[1,0,0]",
28667,44,,,,,,,,,,,,"[1,0,0]",
28668,27,,,,,,,,,,,,,
28669,46,,,,,,,,,,,,,
28670,37,,,,,,,,,,,,"[1,0,0]",
28671,32,,,,,,,,,,,,,
28672,35,,,,,,,,,,,,,
28673,42,,,,,,,,,,,,,
28674,44,,,,,,,,,,,,"[1,0,0]",
28675,35,,,,,,,,,,,,"[1,0,0]",
28676,28,,,,,,,,,,,,,
28677,31,,,,,,,,,,,,,
28678,38,,,,,,,,,,,,"[1,0,0]",
28679,46,,,,,,,,,,,,"[1,0,0]",
28680,33,,,,,,,,,,,,,
28681,45,,,,,,,,,,,,,
28682,35,,,,,,,,,,,,"[1,0,0]",
28683,52,,,,,,,,,,,,"[1,0,0]",
28684,27,,,,,,,,,,,,,
28685,68,,,,,,,,,,,,,
28686,60,,,,,,,,,,,,,
28687,48,,,,,,,,,,,,"[1,0,0]",
28688,41,,,,,,,,,,,,"[1,0,0]",
28689,30,,,,,,,,,,,,,
28690,39,,,,,,,,,,,,"[1,0,0]",
28691,39,,,,,,,,,,,,,
28692,38,,,,,,,,,,,,,
28693,53,,,,,,,,,,,,,
28694,34,,,,,,,,,,,,,
28695,49,,,,,,,,,,,,,
28696,33,,,,,,,,,,,,,
28697,36,,,,,,,,,,,,,
28698,38,,,,,,,,,,,,,
28699,39,,,,,,,,,,,,,
28700,47,,,,,,,,,,,,,
28702,0,,,,,,,,,,,,,
28703,42,,,,,,,,,,,,,
28704,28,,,,,,,,,,,,,
28705,39,,,,,,,,,,,,,
28706,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28707,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28708,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28709,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28710,40,,,,,,,,,,,,,
28711,53,,,,,,,,,,,,,
28712,50,,,,,,,,,,,,,
28713,41,,,,,,,,,,,,,
28714,36,,,,,,,,,,,,,
28715,41,,,,,,,,,,,,,
28716,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28717,48,,,,,,,,,,,,,
28718,49,,,,,,,,,,,,,
28719,45,,,,,,,,,,,,,
28720,29,,,,,,,,,,,,,
28721,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28722,34,,,,,,,,,,,,,
28723,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28724,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28725,42,,,,,,,,,,,,"[1,0,0]",
28726,43,,,,,,,,,,,,,
28727,52,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28728,29,,,,,,,,,,,,,
28729,33,,,,,,,,,,,,,
28730,0,,,,,,,,,,,,,
28731,0,,,,,,,,,,,,,
28732,0,,,,,,,,,,,,,
28733,0,,,,,,,,,,,,,
28734,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28735,40,,,,,,,,,,,,,
28736,34,,,,,,,,,,,,,
28737,42,,,,,,,,,,,,,
28738,39,,,,,,,,,,,,,
28739,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28740,34,,,,,,,,,,,,,
28741,49,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28742,29,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28743,42,,,,,,,,,,,,,
28744,40,,,,,,,,,,,,,
28745,44,,,,,,,,,,,,,
28746,30,,,,,,,,,,,,,
28747,42,,,,,,,,,,,,,
28748,42,,,,,,,,,,,,,
28749,43,,,,,,,,,,,,,
28750,38,,,,,,,,,,,,"[1,0,0]",
28751,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28752,42,,,,,,,,,,,,,
28753,35,,,,,,,,,,,,,
28754,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28755,42,,,,,,,,,,,,,
28756,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28757,37,,,,,,,,,,,,,
28758,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28759,39,,,,,,,,,,,,,
28760,38,,,,,,,,,,,,,
28761,32,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28762,27,,,,,,,,,,,,,
